"Data Source","World Development Indicators",
"Last Updated Date","2021-07-30",
"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Liberia","LBR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2829657672.65436","2976170338.48242","3137011610.85351","2232050855.57665","2352193038.98607","2553556314.18923","2842453825.87732","3197126771.90479","3492215618.73918","3705355945.68909","3977186653.78257","4393239184.19533","4855466757.65079","5689798755.87836","6024575445.78625","5778552811.18067","6325435787.28629","7126900130.29696","7387237642.67785","7347807248.54179","7223320172.25457",
"Libya","LBY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91205951592.9343","96675513745.9538","97054365517.2104","97644210415.3266","112402952967.548","120579097289.918","139094545380.68","152619364179.002","166674442913.096","174448757419.77","174389766718.888","185280496395.06","71733711996.5322","152651325256.257","125579914377.392","90996326484.5627","78431959498.8301","72119611548.432","87115614620.6817","102706797809.041","107191362396.378","74532464084.0973",
"St. Lucia","LCA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","941928237.338904","977440233.824381","1079223304.46916","1111236280.21572","1153108487.94567","1197868867.15951","1255452008.28213","1268236167.34298","1363135072.72165","1419745599.34067","1452191226.1255","1433466789.27574","1462204942.34418","1552874875.6465","1710573590.59275","1756619783.23652","1921899139.06203","2006911254.68825","2147208890.93694","2102372685.50467","2160982672.0972","2327094347.93733","2310594135.16849","2394488504.6185","2453549036.70769","2427466022.20243","2572784244.17714","2704505166.04442","2842538145.89538","2943301926.30469","2376861078.49922",
"Latin America & Caribbean","LCN","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2771013313221.04","2973696231225.51","3133482875886.5","3282507716112.61","3511924410554.7","3635970631681.5","3837869143416.14","4109650439971.13","4254693265319.55","4319873837970.36","4579789020931.02","4713532992496.58","4801840862041.28","4989283020318.21","5440282391069.55","5859095035181.2","6430073981590.85","6968184343548.95","7406100901906.5","7373016720845.28","7920276554314.81","8534370343653.26","8803176130156.54","9197862623492.72","9494592358583.01","9463594501727.5","9723571462612.19","10223024764766","10622925550784","10945924035859.6","10350589733602.2",
"Least developed countries: UN classification","LDC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","458482619877.597","482978017777.259","499288229649.676","513516127903.175","529871377355.932","572598757028.607","616325277384.775","656563788954.393","690639385254.731","731793008663.531","782037623735.446","842634252646.207","898645995142.886","965869589985.751","1056649087171.36","1175023920395.57","1301002638330.61","1443296528968.38","1573515367572.27","1666289800403.09","1793039758455.95","1905407570818.12","2015638180260.9","2166872100431.97","2364875392478.73","2470519111365.61","2639592306647.14","2835618771573.11","3059487637466.66","3267995485903.66","3298107031420.79",
"Low income","LIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","261457647954.195","273237742368.079","278691311676.374","289810704440.158","300145821137.181","321676373972.024","345664150419.023","368921038698.976","386142344446.897","405563237360.199","428217483353.991","461580757389.924","487477677483.181","521843988772.699","567121243918.225","626467432603.436","689234105146.5","762097604874.748","828117636268.266","877819321948.506","950569815586.975","990516563313.89","989015393876.905","1056251228282.22","1180768685265.21","1247868379253.05","1347670243204.91","1433933298572.47","1538965100216.73","1638410137959.33","1678685345362.75",
"Liechtenstein","LIE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39966574541.7727","43218775912.2571","46148650804.7346","50501772443.7642","54468624521.2601","58669377755.0859","62013870588.8064","67123965355.0553","71068723434.2775","75195282934.8044","81488854985.8475","81989294209.3868","86588197086.6786","93435315263.2568","101175371580.305","110838749943.562","122949606636.857","134833530455.682","145634986466.306","151938419569.196","166030136722.973","183744230021.17","210687556548.255","223389738314.381","233894955001.782","242360503475.594","259190046868.401","269853543169.891","285374282250.966","297019226357.243","289887735504.453",
"Lower middle income","LMC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4072653794981.73","4310646150147.16","4535242770389.51","4717034081810.32","4929490713560.33","5270023627437.28","5677561706991.15","5971537970666.6","6112108692065.8","6476101762328.77","6920975441122.23","7359677202802.48","7826661802657","8489450008469.27","9295991439843.86","10179767085552","11176617284909","12272414828750.4","13014073767785.9","13717351392081.9","14795374693385.2","15831657024944.3","16940094661151.6","17841160974633.1","18601863148966.8","19201241223330.1","20253845557017.2","21480383804788","23072930569592.9","24336852462818.6","23621005110309.9",
"Low & middle income","LMY","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10744866689688.9","11334540002592.2","11822586143856.4","12452252484896","13101830124839.2","13943086658174.6","14970627813361.4","15949851647649.1","16309607379409.1","17202245364980.5","18624140374691.3","19773591145656.9","21041333613201.1","22746187238103.3","25170599472474.9","27861160876085.6","31327527125179.7","34949497529505.4","38104110084678.2","39757780538214.4","43304959370070.2","47027651676145.9","50375548790000.8","53378874666073.4","55674447026619.1","56787467675172.4","59357515532342.3","63013290366252.6","67678391449442.3","71353149951887.5","70623447599019.7",
"Lesotho","LSO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1384231021.81264","1530737429.96959","1674531881.1044","1774370870.4624","1920631281.94824","2025435814.36947","2177962272.2554","2297572893.70437","2359158936.80724","2404612887.30078","2553642572.13655","2702599816.6872","2765220360.79177","2945002584.12999","3075470575.95163","3281189803.72759","3523483057.50231","3769657980.10026","4055193386.155","4034806466.98773","4296782277.30353","4588943848.95465","4652464297.89504","5199255916.2663","5730193288.61063","6336395992.14007","6204961285.19335","5580816901.26206","5644911272.29686","5723765625.89174","5152322824.69137",
"Late-demographic dividend","LTE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5297014825698.59","5546318403847.31","5725919399850.99","6127191143422.47","6547680451024.21","7070194128312.24","7574404013739.7","8112202742748.89","8408609964498.23","8905503807108.48","9751207310436.89","10480568556258.8","11323457201429","12382851880167.2","13759591864690.7","15337630008976","17568934773950.6","19885297621449.7","22035552303306.7","23031875482394.5","25194766123006.8","27688285794399.1","29735339246763.2","31570305990088.4","32855873413434.9","33114595038683.2","34355721201866.2","36468637025686.4","39444158390801.3","41898010252611.3","42264609444310",
"Lithuania","LTU","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21470181893.6303","22941745256.2745","25265828814.3046","27550708814.6926","27562071462.9566","29569558409.5746","32765056495.8041","36085824638.129","41171180661.1623","43968080331.2869","48211642533.947","53828557681.5486","61625430414.6212","66270586755.2437","57343843274.0359","62292838525.1748","69297881709.4138","73809005494.2263","79034122256.3816","82647216574.0364","83761417312.2384","88700533710.4277","95492177900.2528","101825995572.498","108314714458.81","108251948017.469",
"Luxembourg","LUX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11317652222.4058","12711784078.9583","13238060628.1165","14120964077.3044","14973579474.3676","16182060339.7522","17105363455.3073","17967425412.3677","18854736711.1314","21794057203.7217","24155877362.924","24679312274.3926","26222378149.9609","27117654368.2886","29344132386.9718","31733108754.2518","36831661433.81","40300682791.0425","42362971851.4074","40978429440.7547","43438665761.3749","47690524461.9649","48646428610.814","51940075107.1763","56353766041.0479","59081030477.9174","64406173772.793","66973407127.1117","70914235375.9441","74996677379.9711","74835769403.9793",
"Latvia","LVA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13670426018.7148","14224148889.2606","15762277634.1797","17016870479.3516","17683854762.0056","19019251562.2487","21120022984.9918","23260398831.9841","25232511396.7112","27699877648.1421","31069298713.6167","35048822786.827","40013894209.1281","42500519510.3051","36356726010.9036","37035505122.9466","40945372773.8483","43549724122.5358","45914345115.1779","47459606719.2167","49361752842.3194","52339434715.7586","55645420267.1829","59355857672.4101","61247579969.7192","60886088192.8661",
"Macao SAR, China","MAC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9368326115.20748","10039516633.4237","11633896367.7026","12527218534.4844","13338809055.0978","14067434397.3644","14264982037.1052","14470458999.9175","13964429329.8265","13831855106.3516","14953765963.9696","15723131915.3529","17395088492.535","19780560609.9077","25722608565.0953","28665817085.9707","33487896391.1827","39365671420.0585","41492362594.611","42341384675.9278","53596110863.5598","66543283702.9429","75587734812.7121","88662888143.3566","90217341071.9546","70041728167.3024","70431862977.058","78559180691.8422","85646974787.5264","84884169342.1719","37536618210.2854",
"St. Martin (French part)","MAF","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63790009520.3665","70706042175.9514","70800338628.1077","71941032542.8144","81257017162.3552","78476434769.9054","89800943968.0731","89923770135.3571","97518322133.9155","99996017347.7581","104186959602.84","114265954836.287","119696543291.712","129187236500.533","139029206436.019","148078776964.196","164115797564.455","174476003673.646","188405513419.813","197898249083.893","207843489307.36","223315729951.264","226123984328.435","236669859661.439","229401963793.421","247207179584.528","253685437088.192","264212938334.625","279075124084.255","291107064155.692","273663479518.071",
"Monaco","MCO","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9406862520.69693","9016135302.80162","9322671040.09223","8810827934.86633","8636983076.45621","9016173227.31765","9775986405.69342","10705207615.2059","11623678408.0761","12819921774.7801","14210699086.4627","15343499608.0814","16228338903.7847","17834433607.222","16892170693.172","18302326301.4121","19771747983.6322","21054653399.4108","23960618216.0205","25218452232.6663","26233146016.6985","29732362696.7569","32101220495.8184","34285944983.7942","36147518496.4867","34035717739.3541",
"Madagascar","MDG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14068918370.2956","13627455222.8107","14102604330.7861","14739894889.9537","15048309269.0338","15621743278.1219","16250468373.0006","17141249800.8302","18013170749.3782","19131946840.0392","20431382027.6626","22128174208.3906","19689102226.6734","22017083017.1857","23798429156.713","25706808359.9102","27914530399.7071","30301291080.1746","32964271662.2616","31894023837.7049","32465467744.7048","33666789093.6671","34211243846.4438","35256755127.2616","36701697717.2108","37486186735.8963","39996977188.287","40514543473.3171","42814883290.9353","45496678367.1257","44113766696.3995",
"Maldives","MDV","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1570177742.64594","1724582301.86925","1901647670.27402","2067177687.21785","2226528636.12412","2363844377.17495","2320427418.5719","2528456473.94047","2929532794.57381","3189921611.1014","2857433736.09493","3712603229.17537","4106412499.60849","4583370938.93835","4284461794.62438","4649285283.17933","5153016194.53146","5438384433.88027","6140033356.58292","6957268404.30841","7628373701.94697","8279143210.57638","8964243530.80134","9925655606.64637","10808696503.0163","7440904404.93129",
"Middle East & North Africa","MEA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1980443758445.23","2227272421171.26","2379108088817.15","2493656635373.9","2596116129618.19","2716794390166.27","2896028632168.92","3042581333729.01","3225508241438.13","3332379460739.26","3637972211313.86","3765659042413.23","3884724559220.7","4137943800487.39","4596703217846.41","4959056035062.49","5386206913075.93","5814983624575.15","6193796874584.44","6288535555615.5","6680042061937.47","7055659550078.76","7435597814620.86","7534974666623.42","7539076806826.17","6915223998115.7","6895363543925.43","7306030212693.86","7564626153426.05","7754120937648.23","7621234758600.88",
"Mexico","MEX","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","678414631297.192","731979513078.201","778107605101.355","758247409111.742","812704221638.171","777544178691.375","845410743583.087","918870686638.6","977196844446.241","1018601794034.79","1096780829250.8","1116305299601.21","1137595954619.2","1183622615606.06","1263142572213.82","1341775400309.42","1485209697967.45","1560053813909.2","1653898166712.45","1637276799538.65","1741129416219.66","1911319122227.47","2012767821886.24","2064490858166.15","2173227410899.1","2230188837833.73","2383253006289.45","2460766209923.96","2556350916361.16","2608649754476.72","2428201163271.2",
"Marshall Islands","MHL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92261470.2119817","95465296.7792826","104613259.441267","113524034.454795","122763321.306646","135631744.825185","123885267.970076","117898611.222207","118248657.18999","118450317.16","122738009.702617","133992146.982489","141204135.000777","141502373.57958","146691354.527739","154820539.776624","158946084.871418","168488355.381983","161151259.920814","167550822.903583","180806770.418592","183453427.557935","182680391.362427","193355151.314989","195060376.021983","200096495.730958","204278415.760986","215159114.579839","227695094.400501","246891401.768431","",
"Middle income","MIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10499284216425.5","11077318837211.2","11558787888689.7","12177083251872.4","12815744292298","13637009416466","14641792472747.7","15599044165449","15944517546524.3","16818399840293.1","18216303327979.6","19335604171726.3","20577919974901.8","22249119398098.8","24628400177984.4","27261971808933","30665304752731.8","34215888861508.2","37306385086314.5","38914568368723.4","42390912814979.3","46068010277903.6","49404073761214.1","52342993686560.6","54538280142273.6","55597936243124.3","58084077373248.4","61659158764065.8","66224791131297.7","69809598861510.4","69056042262135.5",
"North Macedonia","MKD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11031760813.5255","10701062574.2153","10226373586.433","9686732043.59156","9719634874.29104","9812819892.88876","10110917106.6435","10433374802.9564","10936739233.7831","11547032876.7664","12471130551.4605","12316109050.6781","12919308129.8782","13353765097.3489","14565281740.023","15987118750.6366","17706339876.4332","19085982030.1594","21537169019.5305","22594405898.2424","23364814443.3041","24064126928.0264","24558847058.4576","26269620759.8752","27776159300.9177","28751821736.9921","31373289893.8217","32583086287.3712","34726431287.5926","36634232423.6798","35264590206.1178",
"Mali","MLI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6795631666.42871","7850595962.29057","7771061222.23336","8207531113.74992","8699657034.64847","8963880056.5218","9772064366.11127","10420605652.3162","11335785829.711","12155029601.5914","12419192366.1739","14643088590.8683","15336761817.1893","17046118533.2694","17778114533.7915","19529841175.56","21058925956.8302","22380109063.2837","23904445313.9993","25244364355.1568","26895625108.4163","28339693401.1737","28185271180.1879","29823029628.6952","32434173880.7766","35447022304.1779","39326484634.0147","41593677730.7733","44613972539.364","47574595860.7926","47356727656.9573",
"Malta","MLT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3188420031.22625","3502473889.53069","3750334960.19763","4011215428.63163","4328388488.64052","4699431620.58707","4956805993.63665","5288374617.36476","5575101119.02962","5856490975.39202","7163358106.39763","7278307191.21801","7760931436.28518","8333537771.76475","8638285373.10978","9008196157.25652","9439548016.09782","10179797587.7868","10858152002.863","11000413858.3183","11914908155.6484","12060614196.7987","12703321647.627","13756978519.1535","14924508381.7919","16669491529.3853","18162761915.2475","19957373151.8726","21557427818.2339","23573349946.3203","22398213387.6244",
"Myanmar","MMR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17581265616.1454","18057566099.5284","20253368818.8212","21985392577.0949","24134029353.103","26352084607.1497","28563476259.4766","30698147477.3919","32864748736.101","36988275508.8993","43013181679.6044","48943084082.5053","55696001979.4225","64584074847.3225","75319280590.4715","88203816512.6695","102755695927.446","118168883384.683","132821726008.591","147953822445.58","164098477495.262","176893542391.214","191626156425.201","208255864509.368","221974218424.915","232666888251.559","238280127040.276","253028635780.987","276594504669.679","286302483261.584","260816439910.559",
"Middle East & North Africa (excluding high income)","MNA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1084048833421.76","1196552262028.04","1280868751763.68","1347426144042.19","1396026872802.64","1464589637494.97","1579743713573.28","1662649226742.52","1795842752931.89","1903501072501.2","2071734207689.65","2164823288844.16","2264911397857.14","2347181272041.41","2605771264124.09","2801601649699.43","3033931053572.36","3306631063002.41","3494512621318.06","3612412908429.66","3845895725186.88","3900206025146.27","4076863309868.08","4111862763745.02","4055397914216.04","3865562091717.68","3915271056484.67","4106284576281.07","4218020092783.36","4310273589505.15","4250655167814.32",
"Montenegro","MNE","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3632363561.70742","4113965328.60913","4329960670.96778","4489957665.84731","4806086515.19858","5106756308.28073","6423786968.88291","7664086895.23415","8524367613.14904","8057427431.6938","8453006971.88699","8974047140.3252","8603990804.77953","9237457561.02684","9557956314.39484","10161592231.2927","11325497837.5304","12249721734.6548","13407303845.1941","14520578122.1235","12786649297.2466",
"Mongolia","MNG","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7309392733.57468","6899644002.12788","6403662837.35606","6347657117.71782","6621580014.61638","7191496828.99639","7486855195.79651","7912729917.01842","8269043995.82622","8645988583.98835","8940570943.28758","9406455278.85722","10007490707.2702","10907345508.4981","12391145512.0985","13703932273.8083","15326665410.5643","17351254393.0189","19263123792.0367","19163741461.4292","20621063954.4708","24691841190.0464","28889684311.683","30402499578.9283","32506744921.2182","32284592101.9162","32833404463.105","35222426052.7844","38681832187.8076","41403609438.2156","39669256569.4288",
"Northern Mariana Islands","MNP","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3785681590.82568","4106471680.47756","3942813026.12983","4464010279.37212","4857213159.10777","5071123454.32147","5742472857.1872","6501646963.52844","7227786695.26936","8189894074.05227","8471803374.2382","9704062444.25526","10773428515.8973","11728317236.7915","12997525991.5308","14293102074.8369","16153199279.728","17869261493.2443","19549906100.9895","20943562993.5687","22565301062.4227","24745386724.0785","25745855746.6741","27733011810.3359","29941333846.0074","34918471458.0821","37950978490.3475","36775580595.8018","38955445881.1667","40559949522.4734","40525016727.4292",
"Mauritania","MRT","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5368687382.52837","5649486467.05463","5886524440.13568","6379937665.69787","6316730876.04024","7082478871.93945","7631824404.22672","7449419839.36505","7742523962.96044","8142813638.51062","7998674604.9828","8108767980.64662","8350822713.9109","9095217498.59862","9782123425.59358","10950897842.5436","13350699882.2459","13439342117.0449","13655394671.8132","13772963798.7614","14298541791.8009","15206335118.1468","15797573506.5031","17107165464.4978","16883392126.9338","16995094117.3576","19569042826.8309","21743465320.1028","22736497193.2798","24515054882.5216","24442679308.1009",
"Mauritius","MUS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5237260908.88291","5654523849.84647","6160039718.19945","6626462619.12487","7047895301.26143","7504209481.57684","8068615326.57852","8674563721.68478","9304840301.19772","9685634616.90626","10714407615.5108","11315956444.7491","11680582116.9281","12602481621.5482","13502148249.8018","14170214943.5334","15309357186.4008","16620931047.3095","17857009376.8902","18589628805.239","19629432101.877","20856589153.2036","21304168424.878","22487480674.6131","23312206792.5804","24279686437.2367","26155431238.2558","27081834228.7363","28774700048.209","30171347026.3332","25996647695.767",
"Malawi","MWI","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4412425816.74443","4959885310.69672","4700920690.62949","5278698978.36328","4839328070.48917","5767338137.38352","6302644183.92771","6654470780.27378","6991494165.48074","7308209280.09962","7589340382.83024","7369958309.11074","7613804655.13015","8197684020.3081","8874701323.38608","9450268932.9156","10193857319.4747","11472591263.7691","12589272655.5036","13741688330.9557","14857433208.5004","15904043611.065","15919778301.1988","17558045999.5785","17576097210.5181","17062379707.3309","17635609750.8145","25559458183.094","27330151212.7166","29409535165.3746","30003895486.5061",
"Malaysia","MYS","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122934587703.153","139223454355.998","155048302282.536","174427266375.19","194563381144.568","218167841293.414","244384817855.942","266803228300.557","249949998046.884","269121239367.784","299511433201.75","307665498645.685","329380603292.233","354917785912.082","389196719509.591","422718912381.707","459833889097.241","501928314714.297","536415236419.847","532323905611.958","578511606785.605","621861803378.808","668155626860.022","691871113876.77","734947546649.784","750777096659.435","783874094211.83","829296989955.658","889714868061.943","944563826124.455","902586083796.51",
"North America","NAC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6490202336318.12","6702341465780.43","7096465665716.6","7464589991762.52","7931060601396.72","8314761567291.09","8786393723693","9335397807694.59","9859069882674.34","10480063824816.6","11156706811301.2","11522747322671","11911083311069.8","12485261132218","13300921417414.7","14212213878120.8","15060398782839","15757701830225.9","16060143338578.6","15761548661636.9","16360730353305.4","16977907249203.2","17669476183508.9","18343458824779.9","19153039151341.8","19837841138600.5","20428097528934.5","21313968775144.3","22479344523410.9","23343176714511","22768925390891.7",
"Namibia","NAM","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5312054905.27159","5940126204.87882","6512284475.63283","6561277521.26536","6817311547.12091","7231640559.26878","7599064976.26964","8056320655.75206","8415161532.16608","8824283779.68794","9336597393.67496","9653781355.52186","10276080468.0865","10910692817.3312","12579164962.7103","13299069318.3502","14670659350.3737","15874340722.6292","16611939749.1573","16788122205.9036","18009436678.5346","19321711399.2762","20501646103.2826","21744370580.1069","23796468385.0434","24615023878.2931","24587611894.435","24438091221.5369","25302132746.3516","25597723957.7912","23839426654.5828",
"New Caledonia","NCL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6130487231.24137","6309951367.66167","6582872920.62355","6760515476.9764","7032948301.42995","7356857744.38064","7499095386.20823","7744931208.3811","8613167363.23259","8718340248.18975","8805522033.61938","9652699667.26045","10287657352.9455","10706160888.1824","11034391226.9781","12212333971.8195","13328143214.4493","14116293010.9088","15503491543.2257","15928273689.6012","17496153307.7067","18282764961.5946","20618757380.2004","20860788569.3309","21982232411.6596","22912137965.4102","23875418393.0485","25138435012.4332","27600363812.9013","29751347687.1439","30563399689.4192",
"Nigeria","NGA","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","196055267892.985","203411706380.198","217682343407.73","218304792643.338","218919754500.113","223347719261.476","236980380622.156","248147221995.91","257417573015.81","262659531968.492","282000569306.88","305239982399.302","357598985974.352","391001358105.168","438671520353.205","481459606032.987","526086113116.86","575824742732.046","626734458459.32","682266544598.871","745473030025.964","801440949035.347","833291994452.731","897506108480.495","971491854689.888","982912105652.4","973442207702.023","990700126987.351","1033992766474.73","1075693742556.29","1069189036829.47",
"Nicaragua","NIC","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8244333407.33355","8507003900.06391","8734486243.95752","8906296601.86338","9400095343.40551","10164577078.2767","11007369397.9035","11641332503.3793","12209310507.4974","13257035357.6936","14109297622.5785","14845691888.9343","15194213423.4568","15866502745.7715","17159209802.1142","18451424402.9744","19799150691.927","21362976120.4183","22526730892.4792","21951220727.9257","23186079964.2442","25165799199.6615","26490432129.383","27949762382.7127","30355546777.3138","32944994652.2256","35895147406.1907","38334779852.6713","37934761583.8963","37193251324.5242","36899427406.3326",
"Netherlands","NLD","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","286004057867.01","302887669906.829","315075365011.542","326596646042.385","343448087431.694","361575740685.678","379802287905.839","406001471984.44","435212840873.218","462796668420.942","507780035791.198","532645292220.353","556285472929.846","553516727147.912","582563788734.968","614044200508.505","669518625928.318","718924347891.715","763407743799.947","737085358373.048","748994016831.616","777880906388.857","792042289740.032","827475738129.662","830318571509.821","851884866008.706","890488127445.161","943739691874.959","997729932916.361","1031483763538.87","1033018343236.6",
"Norway","NOR","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78112922789.6062","83245557573.7161","88185990638.387","92843990294.4709","99620445639.1219","105935835399.959","117243383360.135","125981710608.97","124901921895.951","136333970612.487","165952701240.151","170532420385.714","172360885220.162","175993111308.884","195223611740.833","220981890027.144","252086869267.294","263065796083.72","294277831349.971","267535441149.399","283399996391.173","307471559230.611","327987730556.922","340137921349.59","338506031929.012","313230605417.6","308522092432.707","337993790660.964","370296238032.368","365502323357.107","339971961371.483",
"Nepal","NPL","GDP, PPP (current international $)","NY.GDP.MKTP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16249012163.1762","17868268695.3221","19025935281.6863","20226537253.8152","22355749276.7789","23616168822.3126","25329965275.3646","27067616434.2972","28197922190.2733","29867263345.2315","32428104548.3835","34730045830.217","35321778629.871","37397073025.4804","40202182964.6521","42896733424.7245","45681863708.2696","48509334991.9953","52471826868.8769","55268568227.5602","58605567479.5692","61877053748.719","67618420435.103","72735235363.1082","79300444354.3583","80942994652.63","81508795259.0645","98515977278.9959","108570881473.849","117865684028.745","116802079431.872",
